Diffuse traumatic brain injury,S062,S062X,S062X0,S062X0A,S062X0D,S062X0S,S062X1,S062X1A,S062X1D,S062X1S,S062X2,S062X2A,S062X2D,S062X2S,S062X3,S062X3A,S062X3D,S062X3S,S062X4,S062X4A,S062X4D,S062X4S,S062X5,S062X5A,S062X5D,S062X5S,S062X6,S062X6A,S062X6D,S062X6S,S062X7,S062X7A,S062X8,S062X8A,S062XA,S062XAA,S062XAD,S062XAS,S062X9,S062X9A,S062X9D,S062X9S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traumatic subdural hemorrhage,S065,S065X,S065X0,S065X0A,S065X0D,S065X0S,S065X1,S065X1A,S065X1D,S065X1S,S065X2,S065X2A,S065X2D,S065X2S,S065X3,S065X3A,S065X3D,S065X3S,S065X4,S065X4A,S065X4D,S065X4S,S065X5,S065X5A,S065X5D,S065X5S,S065X6,S065X6A,S065X6D,S065X6S,S065X7,S065X7A,S065X8,S065X8A,S065XA,S065XAA,S065XAD,S065XAS,S065X9,S065X9A,S065X9D,S065X9S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traumatic subarachnoid hemorrhage,S066,S066X,S066X0,S066X0A,S066X0D,S066X0S,S066X1,S066X1A,S066X1D,S066X1S,S066X2,S066X2A,S066X2D,S066X2S,S066X3,S066X3A,S066X3D,S066X3S,S066X4,S066X4A,S066X4D,S066X4S,S066X5,S066X5A,S066X5D,S066X5S,S066X6,S066X6A,S066X6D,S066X6S,S066X7,S066X7A,S066X8,S066X8A,S066XA,S066XAA,S066XAD,S066XAS,S066X9,S066X9A,S066X9D,S066X9S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other specified intracranial injuries,S068,S0681,S06810,S06810A,S06810D,S06810S,S06811,S06811A,S06811D,S06811S,S06812,S06812A,S06812D,S06812S,S06813,S06813A,S06813D,S06813S,S06814,S06814A,S06814D,S06814S,S06815,S06815A,S06815D,S06815S,S06816,S06816A,S06816D,S06816S,S06817,S06817A,S06818,S06818A,S0681A,S0681AA,S0681AD,S0681AS,S06819,S06819A,S06819D,S06819S,S0682,S06820,S06820A,S06820D,S06820S,S06821,S06821A,S06821D,S06821S,S06822,S06822A,S06822D,S06822S,S06823,S06823A,S06823D,S06823S,S06824,S06824A,S06824D,S06824S,S06825,S06825A,S06825D,S06825S,S06826,S06826A,S06826D,S06826S,S06827,S06827A,S06828,S06828A,S0682A,S0682AA,S0682AD,S0682AS,S06829,S06829A,S06829D,S06829S,S068A,S068A0,S068A0A,S068A0D,S068A0S,S068A1,S068A1A,S068A1D,S068A1S,S068A2,S068A2A,S068A2D,S068A2S,S068A3,S068A3A,S068A3D,S068A3S,S068A4,S068A4A,S068A4D,S068A4S,S068A5,S068A5A,S068A5D,S068A5S,S068A6,S068A6A,S068A6D,S068A6S,S068A7,S068A7A,S068A8,S068A8A,S068AA,S068AAA,S068AAD,S068AAS,S068A9,S068A9A,S068A9D,S068A9S,S0689,S06890,S06890A,S06890D,S06890S,S06891,S06891A,S06891D,S06891S,S06892,S06892A,S06892D,S06892S,S06893,S06893A,S06893D,S06893S,S06894,S06894A,S06894D,S06894S,S06895,S06895A,S06895D,S06895S,S06896,S06896A,S06896D,S06896S,S06897,S06897A,S06898,S06898A,S0689A,S0689AA,S0689AD,S0689AS,S06899,S06899A,S06899D,S06899S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traumatic brain compression and herniation,S06A,S06A0,S06A0XA,S06A0XD,S06A0XS,S06A1,S06A1XA,S06A1XD,S06A1XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focal traumatic brain injury,S063,S0630,S06300,S06300A,S06300D,S06300S,S06301,S06301A,S06301D,S06301S,S06302,S06302A,S06302D,S06302S,S06303,S06303A,S06303D,S06303S,S06304,S06304A,S06304D,S06304S,S06305,S06305A,S06305D,S06305S,S06306,S06306A,S06306D,S06306S,S06307,S06307A,S06307D,S06307S,S06308,S06308A,S06308D,S06308S,S06309,S06309A,S06309D,S06309S,S06310,S06310A,S06310D,S06310S,S06311,S06311A,S06311D,S06311S,S06312,S06312A,S06312D,S06312S,S06313,S06313A,S06313D,S06313S,S06314,S06314A,S06314D,S06314S,S06315,S06315A,S06315D,S06315S,S06316,S06316A,S06316D,S06316S,S06317,S06317A,S06317D,S06317S,S06318,S06318A,S06318D,S06318S,S06319,S06319A,S06319D,S06319S,S0632,S06320,S06320A,S06320D,S06320S,S06321,S06321A,S06321D,S06321S,S06322,S06322A,S06322D,S06322S,S06323,S06323A,S06323D,S06323S,S06324,S06324A,S06324D,S06324S,S06325,S06325A,S06325D,S06325S,S06326,S06326A,S06326D,S06326S,S06327,S06327A,S06327D,S06327S,S06328,S06328A,S06328D,S06328S,S06329,S06329A,S06329D,S06329S,S0633,S06330,S06330A,S06330D,S06330S,S06331,S06331A,S06331D,S06331S,S06332,S06332A,S06332D,S06332S,S06333,S06333A,S06333D,S06333S,S06334,S06334A,S06334D,S06334S,S06335,S06335A,S06335D,S06335S,S06336,S06336A,S06336D,S06336S,S06337,S06337A,S06337D,S06337S,S06338,S06338A,S06338D,S06338S,S06339,S06339A,S06339D,S06339S,S0634,S06340,S06340A,S06340D,S06340S,S06341,S06341A,S06341D,S06341S,S06342,S06342A,S06342D,S06342S,S06343,S06343A,S06343D,S06343S,S06344,S06344A,S06344D,S06344S,S06345,S06345A,S06345D,S06345S,S06346,S06346A,S06346D,S06346S,S06347,S06347A,S06347D,S06347S,S06348,S06348A,S06348D,S06348S,S06349,S06349A,S06349D,S06349S,S0635,S06350,S06350A,S06350D,S06350S,S06351,S06351A,S06351D,S06351S,S06352,S06352A,S06352D,S06352S,S06353,S06353A,S06353D,S06353S,S06354,S06354A,S06354D,S06354S,S06355,S06355A,S06355D,S06355S,S06356,S06356A,S06356D,S06356S,S06357,S06357A,S06357D,S06357S,S06358,S06358A,S06358D,S06358S,S06359,S06359A,S06359D,S06359S,S0636,S06360,S06360A,S06360D,S06360S,S06361,S06361A,S06361D,S06361S,S06362,S06362A,S06362D,S06362S,S06363,S06363A,S06363D,S06363S,S06364,S06364A,S06364D,S06364S,S06365,S06365A,S06365D,S06365S,S06366,S06366A,S06366D,S06366S,S06367,S06367A,S06367D,S06367S,S06368,S06368A,S06368D,S06368S,S06369,S06369A,S06369D,S06369S,S0637,S06370,S06370A,S06370D,S06370S,S06371,S06371A,S06371D,S06371S,S06372,S06372A,S06372D,S06372S,S06373,S06373A,S06373D,S06373S,S06374,S06374A,S06374D,S06374S,S06375,S06375A,S06375D,S06375S,S06376,S06376A,S06376D,S06376S,S06377,S06377A,S06377D,S06377S,S06378,S06378A,S06378D,S06378S,S06379,S06379A,S06379D,S06379S,S0638,S06380,S06380A,S06380D,S06380S,S06381,S06381A,S06381D,S06381S,S06382,S06382A,S06382D,S06382S,S06383,S06383A,S06383D,S06383S,S06384,S06384A,S06384D,S06384S,S06385,S06385A,S06385D,S06385S,S06386,S06386A,S06386D,S06386S,S06387,S06387A,S06387D,S06387S,S06388,S06388A,S06388D,S06388S,S06389,S06389A,S06389D,S06389S,S0639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
